;chaincodename;key;value;function;total;size
7542;micro-aff;|DEMOASSET|348|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|348|pocket1|100000.0;31
7543;micro-aff;|DEMOASSET|357|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|357|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7544;micro-aff;|DEMOASSET|226|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|226|pocket1|100000.0;31
7545;micro-aff;|DEMOASSET|287|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|287|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7546;micro-aff;|DEMOASSET|288|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|288|pocket1|100000.0;31
7547;micro-aff;|DEMOASSET|339|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|339|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7548;micro-aff;|DEMOASSET|266|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|266|pocket1|100000.0;31
7549;micro-aff;|DEMOASSET|296|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|296|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7550;micro-aff;|DEMOASSET|273|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|273|pocket1|100000.0;31
7551;micro-aff;|DEMOASSET|212|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|212|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7552;micro-aff;|DEMOASSET|371|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|371|pocket1|100000.0;31
7553;micro-aff;|DEMOASSET|368|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|368|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7554;micro-aff;|DEMOASSET|366|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|366|pocket1|100000.0;31
7555;micro-aff;|DEMOASSET|220|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|220|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7556;micro-aff;|DEMOASSET|333|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|333|pocket1|100000.0;31
7557;micro-aff;|DEMOASSET|280|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|280|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7558;micro-aff;|DEMOASSET|266|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|266|pocket1|100000.0;31
7559;micro-aff;|DEMOASSET|313|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|313|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7560;micro-aff;|DEMOASSET|209|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|209|pocket1|100000.0;31
7561;micro-aff;|DEMOASSET|300|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|300|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7562;micro-aff;|DEMOASSET|348|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|348|pocket1|100000.0;31
7563;micro-aff;|DEMOASSET|314|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|314|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7564;micro-aff;|DEMOASSET|293|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|293|pocket1|100000.0;31
7565;micro-aff;|DEMOASSET|352|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|352|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7566;micro-aff;|DEMOASSET|258|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|258|pocket1|100000.0;31
7567;micro-aff;|DEMOASSET|276|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|276|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7568;micro-aff;|DEMOASSET|228|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|228|pocket1|100000.0;31
7569;micro-aff;|DEMOASSET|345|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|345|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7570;micro-aff;|DEMOASSET|239|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|239|pocket1|100000.0;31
7571;micro-aff;|DEMOASSET|286|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|286|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7572;micro-aff;|DEMOASSET|325|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|325|pocket1|100000.0;31
7573;micro-aff;|DEMOASSET|341|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|341|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7574;micro-aff;|DEMOASSET|245|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|245|pocket1|100000.0;31
7575;micro-aff;|DEMOASSET|288|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|288|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7576;micro-aff;|DEMOASSET|360|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|360|pocket1|100000.0;31
7577;micro-aff;|DEMOASSET|307|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|307|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7578;micro-aff;|DEMOASSET|241|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|241|pocket1|100000.0;31
7579;micro-aff;|DEMOASSET|373|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|373|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7580;micro-aff;|DEMOASSET|396|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|396|pocket1|100000.0;31
7581;micro-aff;|DEMOASSET|269|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|269|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7582;micro-aff;|DEMOASSET|302|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|302|pocket1|100000.0;31
7583;micro-aff;|DEMOASSET|286|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|286|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7584;micro-aff;|DEMOASSET|223|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|223|pocket1|100000.0;31
7585;micro-aff;|DEMOASSET|297|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|297|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7586;micro-aff;|DEMOASSET|314|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|314|pocket1|100000.0;31
7587;micro-aff;|DEMOASSET|230|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|230|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7588;micro-aff;|DEMOASSET|390|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|390|pocket1|100000.0;31
7589;micro-aff;|DEMOASSET|316|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|316|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7590;micro-aff;|DEMOASSET|383|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|383|pocket1|100000.0;31
7591;micro-aff;|DEMOASSET|218|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|218|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7592;micro-aff;|DEMOASSET|306|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|306|pocket1|100000.0;31
7593;micro-aff;|DEMOASSET|352|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|352|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7594;micro-aff;|DEMOASSET|307|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|307|pocket1|100000.0;31
7595;micro-aff;|DEMOASSET|293|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|293|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7596;micro-aff;|DEMOASSET|219|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|219|pocket1|100000.0;31
7597;micro-aff;|DEMOASSET|230|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|230|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7598;micro-aff;|DEMOASSET|207|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|207|pocket1|100000.0;31
7599;micro-aff;|DEMOASSET|270|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|270|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7600;micro-aff;|DEMOASSET|285|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|285|pocket1|100000.0;31
7601;micro-aff;|DEMOASSET|287|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|287|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7602;micro-aff;|DEMOASSET|394|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|394|pocket1|100000.0;31
7603;micro-aff;|DEMOASSET|381|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|381|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7604;micro-aff;|DEMOASSET|239|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|239|pocket1|100000.0;31
7605;micro-aff;|DEMOASSET|385|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|385|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7606;micro-aff;|DEMOASSET|223|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|223|pocket1|100000.0;31
7607;micro-aff;|DEMOASSET|204|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|204|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7608;micro-aff;|DEMOASSET|313|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|313|pocket1|100000.0;31
7609;micro-aff;|DEMOASSET|201|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|201|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7610;micro-aff;|DEMOASSET|398|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|398|pocket1|100000.0;31
7611;micro-aff;|DEMOASSET|272|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|272|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7612;micro-aff;|DEMOASSET|301|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|301|pocket1|100000.0;31
7613;micro-aff;|DEMOASSET|371|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|371|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7614;micro-aff;|DEMOASSET|308|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|308|pocket1|100000.0;31
7615;micro-aff;|DEMOASSET|246|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|246|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7616;micro-aff;|DEMOASSET|388|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|388|pocket1|100000.0;31
7617;micro-aff;|DEMOASSET|388|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|388|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7618;micro-aff;|DEMOASSET|313|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|313|pocket1|100000.0;31
7619;micro-aff;|DEMOASSET|242|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|242|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7620;micro-aff;|DEMOASSET|366|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|366|pocket1|100000.0;31
7621;micro-aff;|DEMOASSET|366|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|366|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7622;micro-aff;|DEMOASSET|257|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|257|pocket1|100000.0;31
7623;micro-aff;|DEMOASSET|240|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|240|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7624;micro-aff;|DEMOASSET|307|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|307|pocket1|100000.0;31
7625;micro-aff;|DEMOASSET|328|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|328|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7626;micro-aff;|DEMOASSET|202|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|202|pocket1|100000.0;31
7627;micro-aff;|DEMOASSET|298|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|298|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7628;micro-aff;|DEMOASSET|281|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|281|pocket1|100000.0;31
7629;micro-aff;|DEMOASSET|311|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|311|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7630;micro-aff;|DEMOASSET|395|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|395|pocket1|100000.0;31
7631;micro-aff;|DEMOASSET|352|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|352|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7632;micro-aff;|DEMOASSET|396|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|396|pocket1|100000.0;31
7633;micro-aff;|DEMOASSET|367|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|367|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7634;micro-aff;|DEMOASSET|230|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|230|pocket1|100000.0;31
7635;micro-aff;|DEMOASSET|240|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|240|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7636;micro-aff;|DEMOASSET|320|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|320|pocket1|100000.0;31
7637;micro-aff;|DEMOASSET|212|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|212|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7638;micro-aff;|DEMOASSET|292|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|292|pocket1|100000.0;31
7639;micro-aff;|DEMOASSET|371|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|371|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7640;micro-aff;|DEMOASSET|321|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|321|pocket1|100000.0;31
7641;micro-aff;|DEMOASSET|298|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|298|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7642;micro-aff;|DEMOASSET|306|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|306|pocket1|100000.0;31
7643;micro-aff;|DEMOASSET|246|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|246|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7644;micro-aff;|DEMOASSET|304|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|304|pocket1|100000.0;31
7645;micro-aff;|DEMOASSET|321|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|321|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7646;micro-aff;|DEMOASSET|229|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|229|pocket1|100000.0;31
7647;micro-aff;|DEMOASSET|223|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|223|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7648;micro-aff;|DEMOASSET|295|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|295|pocket1|100000.0;31
7649;micro-aff;|DEMOASSET|386|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|386|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7650;micro-aff;|DEMOASSET|349|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|349|pocket1|100000.0;31
7651;micro-aff;|DEMOASSET|355|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|355|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7652;micro-aff;|DEMOASSET|248|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|248|pocket1|100000.0;31
7653;micro-aff;|DEMOASSET|236|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|236|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7654;micro-aff;|DEMOASSET|393|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|393|pocket1|100000.0;31
7655;micro-aff;|DEMOASSET|340|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|340|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7656;micro-aff;|DEMOASSET|348|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|348|pocket1|100000.0;31
7657;micro-aff;|DEMOASSET|324|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|324|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7658;micro-aff;|DEMOASSET|230|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|230|pocket1|100000.0;31
7659;micro-aff;|DEMOASSET|372|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|372|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7660;micro-aff;|DEMOASSET|268|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|268|pocket1|100000.0;31
7661;micro-aff;|DEMOASSET|305|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|305|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7662;micro-aff;|DEMOASSET|312|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|312|pocket1|100000.0;31
7663;micro-aff;|DEMOASSET|375|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|375|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7664;micro-aff;|DEMOASSET|366|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|366|pocket1|100000.0;31
7665;micro-aff;|DEMOASSET|223|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|223|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7666;micro-aff;|DEMOASSET|247|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|247|pocket1|100000.0;31
7667;micro-aff;|DEMOASSET|282|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|282|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7668;micro-aff;|DEMOASSET|382|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|382|pocket1|100000.0;31
7669;micro-aff;|DEMOASSET|314|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|314|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7670;micro-aff;|DEMOASSET|222|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|222|pocket1|100000.0;31
7671;micro-aff;|DEMOASSET|372|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|372|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7672;micro-aff;|DEMOASSET|286|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|286|pocket1|100000.0;31
7673;micro-aff;|DEMOASSET|214|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|214|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7674;micro-aff;|DEMOASSET|261|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|261|pocket1|100000.0;31
7675;micro-aff;|DEMOASSET|360|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|360|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7676;micro-aff;|DEMOASSET|391|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|391|pocket1|100000.0;31
7677;micro-aff;|DEMOASSET|376|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|376|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7678;micro-aff;|DEMOASSET|214|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|214|pocket1|100000.0;31
7679;micro-aff;|DEMOASSET|215|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|215|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7680;micro-aff;|DEMOASSET|323|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|323|pocket1|100000.0;31
7681;micro-aff;|DEMOASSET|211|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|211|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7682;micro-aff;|DEMOASSET|367|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|367|pocket1|100000.0;31
7683;micro-aff;|DEMOASSET|335|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|335|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7684;micro-aff;|DEMOASSET|253|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|253|pocket1|100000.0;31
7685;micro-aff;|DEMOASSET|256|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|256|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7686;micro-aff;|DEMOASSET|219|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|219|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7687;micro-aff;|DEMOASSET|373|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|373|pocket1|100000.0;31
7688;micro-aff;|DEMOASSET|282|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|282|pocket1|100000.0;31
7689;micro-aff;|DEMOASSET|271|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|271|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7690;micro-aff;|DEMOASSET|369|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|369|pocket1|100000.0;31
7691;micro-aff;|DEMOASSET|332|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|332|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7692;micro-aff;|DEMOASSET|326|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|326|pocket1|100000.0;31
7693;micro-aff;|DEMOASSET|286|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|286|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7694;micro-aff;|DEMOASSET|384|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|384|pocket1|100000.0;31
7695;micro-aff;|DEMOASSET|336|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|336|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
7696;micro-aff;|DEMOASSET|343|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|343|pocket1|100000.0;31
7697;micro-aff;|DEMOASSET|324|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|324|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
